5417.81 16088.4
0.00		10.00		20.00		30.00		40.00		50.00		60.00		70.00		80.00		90.00
2372.899902		2464.5		2690.300049		3094.639893		3261.810059		3517.709961		3753.399902		3935.649902		4049.929932		4089.060059
  1.0053241E-007		  9.6834583E-008		  8.8193474E-008		  5.3590973E-008		  6.3464185E-008		  5.8403632E-008		  5.4683412E-008		  5.2077176E-008		  5.0685649E-008		  5.0186756E-008
 -2.2766093E-007		 -2.1926361E-007		 -1.9976567E-007		 -1.2141562E-007		 -1.4373929E-007		 -1.3226744E-007		 -1.2388924E-007		 -1.1799288E-007		 -1.1483692E-007		 -1.1370529E-007
  2.4639809E-007		  2.3612151E-007		  2.1323659E-007		  1.2909558E-007		  1.5195734E-007		  1.3957742E-007		  1.3073308E-007		  1.2451721E-007		  1.2114121E-007		  1.1994666E-007
 -2.1622178E-007		 -2.0252557E-007		 -1.7442581E-007		 -1.0336698E-007		 -1.1789125E-007		 -1.0724147E-007		 -1.0006898E-007		 -9.5277947E-008		 -9.2522782E-008		 -9.1617622E-008
  1.7242476E-007		  1.5175834E-007		  1.1151837E-007		  6.1342789E-008		  5.9965387E-008		  5.1975995E-008		  4.7349506E-008		  4.4975607E-008		  4.3288225E-008		  4.2896517E-008
 -1.3660876E-007		 -1.0651941E-007		 -4.8162534E-008		 -1.9471678E-008		  2.5539222E-009		  7.9330862E-009		  9.9721120E-009		  9.6892521E-009		  1.0144070E-008		  9.9484270E-009
  1.1400978E-007		  7.4930334E-008		 -1.9238269E-009		 -1.0748689E-008		 -5.3835311E-008		 -5.6556789E-008		 -5.6090943E-008		 -5.3473261E-008		 -5.2636913E-008		 -5.1922832E-008
 -9.9862518E-008		 -5.4584074E-008		  3.5177315E-008		  2.5104910E-008		  8.4820606E-008		  8.4014928E-008		  8.0766291E-008		  7.6395828E-008		  7.4218477E-008		  7.3153664E-008
  8.7836412E-008		  3.9799428E-008		 -5.4113215E-008		 -2.5730678E-008		 -9.3687355E-008		 -8.7796217E-008		 -8.1225068E-008		 -7.5706488E-008		 -7.2218874E-008		 -7.1008586E-008
 -7.4663909E-008		 -2.6651756E-008		  6.2813164E-008		  1.8135356E-008		  8.3992894E-008		  7.1663777E-008		  6.1572763E-008		  5.5466305E-008		  5.0976368E-008		  4.9806463E-008
  6.0396189E-008		  1.4242316E-008		 -6.4433173E-008		 -8.0824254E-009		 -6.1938216E-008		 -4.3112252E-008		 -3.0323083E-008		 -2.4237085E-008		 -1.9465171E-008		 -1.8475276E-008
