0.00		22.00		22.00		22.00		22.00		55.00		55.00		55.00		55.00		90.00
3		3		3		3		3		3		3		3		3		3
1.00		1.00		1.00		1.00		1.00		1.00		1.00		1.00		1.00		1.00
992.207		992.207		992.207		992.207		992.207		992.207		992.207		992.207		992.207		992.207
991.909		991.909		991.909		991.909		991.909		991.909		991.909		991.909		991.909		991.909
16.00		16.00		16.00		16.00		16.00		16.00		16.00		16.00		16.00		16.00
50		50		50		50		50		50		50		50		50		50
4.00		4.00		4.00		4.00		4.00		4.00		4.00		4.00		4.00		4.00
1015.469971		1014.609985		1014.609985		1014.609985		1014.609985		1013.849976		1013.849976		1013.849976		1013.849976		1015.320007
4.6462E-07		4.65011E-07		4.65011E-07		4.65011E-07		4.65011E-07		4.65805E-07		4.65805E-07		4.65805E-07		4.65805E-07		4.6516348E-007
-2.75945E-15		-3.16427E-15		-3.16427E-15		-3.16427E-15		-3.16427E-15		1.26035E-15		1.26035E-15		1.26035E-15		1.26035E-15		8.3213127E-015
-1.05261E-06		-1.05364E-06		-1.05364E-06		-1.05364E-06		-1.05364E-06		-1.05532E-06		-1.05532E-06		-1.05532E-06		-1.05532E-06		-1.0537109E-006
1.48609E-15		-6.62936E-15		-6.62936E-15		-6.62936E-15		-6.62936E-15		-5.57701E-15		-5.57701E-15		-5.57701E-15		-5.57701E-15		-8.5279269E-015
1.13146E-06		1.1327E-06		1.1327E-06		1.1327E-06		1.1327E-06		1.13457E-06		1.13457E-06		1.13457E-06		1.13457E-06		1.1324175E-006
-1.40558E-14		-3.84551E-15		-3.84551E-15		-3.84551E-15		-3.84551E-15		1.48991E-14		1.48991E-14		1.48991E-14		1.48991E-14		2.3707919E-014
-9.56984E-07		-9.57791E-07		-9.57791E-07		-9.57791E-07		-9.57791E-07		-9.60248E-07		-9.60248E-07		-9.60248E-07		-9.60248E-07		-9.5766188E-007
-8.84035E-15		-3.01193E-15		-3.01193E-15		-3.01193E-15		-3.01193E-15		3.23407E-15		3.23407E-15		3.23407E-15		3.23407E-15		2.9635979E-014
