0.00		22.00		22.00		22.00		22.00		55.00		55.00		55.00		55.00		90.00
1		1		1		1		1		1		1		1		1		1
1.00		1.00		1.00		1.00		1.00		1.00		1.00		1.00		1.00		1.00
4969.31		4969.31		4969.31		4969.31		4969.31		4969.31		4969.31		4969.31		4969.31		4969.31
14618.9		14618.9		14618.9		14618.9		14618.9		14618.9		14618.9		14618.9		14618.9		14618.9
16.00		16.00		16.00		16.00		16.00		16.00		16.00		16.00		16.00		16.00
50		50		50		50		50		50		50		50		50		50
4.00		4.00		4.00		4.00		4.00		4.00		4.00		4.00		4.00		4.00
2272.5600586		2621.8999023		2621.8999023		2621.8999023		2621.8999023		3470.3898926		3470.3898926		3470.3898926		3470.3898926		3897.8500977
  1.0371988E-007		  8.8967703E-008		  8.8967703E-008		  8.8967703E-008		  8.8967703E-008		  5.9040104E-008		  5.9040104E-008		  5.9040104E-008		  5.9040104E-008		  5.2492307E-008
  9.6257269E-016		 -3.3107765E-016		 -3.3107765E-016		 -3.3107765E-016		 -3.3107765E-016		  1.7240113E-016		  1.7240113E-016		  1.7240113E-016		  1.7240113E-016		 -3.5023235E-016
 -2.3490637E-007		 -2.0143119E-007		 -2.0143119E-007		 -2.0143119E-007		 -2.0143119E-007		 -1.3371975E-007		 -1.3371975E-007		 -1.3371975E-007		 -1.3371975E-007		 -1.1894533E-007
 -3.4930705E-015		  1.8322939E-016		  1.8322939E-016		  1.8322939E-016		  1.8322939E-016		  5.3561266E-016		  5.3561266E-016		  5.3561266E-016		  5.3561266E-016		  1.0025844E-015
  2.5415156E-007		  2.1450687E-007		  2.1450687E-007		  2.1450687E-007		  2.1450687E-007		  1.4108959E-007		  1.4108959E-007		  1.4108959E-007		  1.4108959E-007		  1.2552775E-007
  1.1585476E-015		 -5.0204935E-015		 -5.0204935E-015		 -5.0204935E-015		 -5.0204935E-015		  3.5137864E-015		  3.5137864E-015		  3.5137864E-015		  3.5137864E-015		 -4.4908502E-017
 -2.2250103E-007		 -1.7392665E-007		 -1.7392665E-007		 -1.7392665E-007		 -1.7392665E-007		 -1.0822949E-007		 -1.0822949E-007		 -1.0822949E-007		 -1.0822949E-007		 -9.5992725E-008
  2.8958677E-016		 -1.2371465E-015		 -1.2371465E-015		 -1.2371465E-015		 -1.2371465E-015		  1.4656029E-015		  1.4656029E-015		  1.4656029E-015		  1.4656029E-015		 -4.2486143E-015
